包裹,にもつ,荷物,名
明信片,はがき,はがき,名
邮票,きって,切手,名
抽屉,ひきだし,引き出し,名
相册,アルバム,アルバム,名
烟，烟草,タバコ,タバコ,名
漫画,まんが,漫画,名
车库，汽车房,ガレージ,ガレージ,名
修理,しゅうり,修理,名
酒馆,いざかや,居酒屋,名
生啤,なまビール,生ビール,名
烤鸡肉串,やきとり,焼き鳥,名
炸鸡，油炸食品,からあげ,唐揚げ,名
土豆炖肉,にくじゃが,肉じゃが,名
保龄球,ボーリング,ボーリング,名
头发,かみ,髪,名
象，大象,ぞう,象,名
白天，中午,ひる,昼,名
另外，其他,ほか,ほか,名
花费（时间，金钱）,かかります,かかります,动1
花开,さきます,咲きます,动1
游泳,およぎます,泳ぎます,动1
玩，玩耍,あそびます,遊びます,动1
吸（烟）,すいます,吸います,动1
剪，切，割,きります,切ります,动1
大约，大概，大体,だいたい,だいたい,副
暂且,とりあえず,とりあえず,副
多久，多少钱,どのぐらい/どれぐらい,どのぐらい/どれぐらい,短语/表达
